ID|SNOMED_CID|SNOMED_FSN|SNOMED_CONCEPT_STATUS|UMLS_CUI|OCCURRENCE|USAGE|FIRST_IN_SUBSET|IS_RETIRED_FROM_SUBSET|LAST_IN_SUBSET|REPLACED_BY_SNOMED_CID
1365|713706002|Polyneuropathy co-occurrent and due to type 2 diabetes mellitus (disorder)|Current|C4075825|2|0.0079|201602|False||
1366|82661006|Abdominal pregnancy (disorder)|Current|C0032984|2|0.0079|200907|False||
1367|361133006|Arteriosclerosis obliterans (disorder)|Current|C0003851|1|0.0079|200907|False||
1368|52897009|Onychogryposis (disorder)|Current|C0263537|1|0.0079|200907|False||
1369|31978002|Fracture of tibia (disorder)|Current|C0040185|5|0.0078|200907|False||
1370|42942008|Compression fracture of vertebral column (disorder)|Current|C0262431|4|0.0078|200907|False||
1371|58580000|Closed supracondylar fracture of humerus (disorder)|Current|C0435569|3|0.0078|200907|False||
1372|8011004|Dysarthria (finding)|Current|C0013362|3|0.0078|200907|False||
1373|237116001|Chocolate cyst of ovary (disorder)|Current|C1536148|1|0.0078|200907|False||
1374|267340006|Maternal pyrexia in labor (disorder)|Current|C0341973|1|0.0078|200907|False||
1375|268464009|Depot contraception (finding)|Current|C0419530|1|0.0078|201002|False||
1376|95530000|Chronic gastric ulcer (disorder)|Current|C0341172|1|0.0078|200907|False||
1377|82675004|Synovial cyst of popliteal space (disorder)|Current|C0032650|7|0.0077|200907|False||
1378|442348004|Inflamed seborrheic keratosis (disorder)|Current|C0376117|4|0.0077|201002|False||
1379|58150001|Fracture of clavicle (disorder)|Current|C0159658|4|0.0077|200907|False||
1380|228158008|Walking disability (finding)|Current|C0311394|3|0.0077|200907|False||
1381|442520000|Inflammation of rotator cuff tendon (disorder)|Current|C0151448|3|0.0077|201708|False||
1382|166160000|Prostate specific antigen abnormal (finding)|Current|C0580555|2|0.0077|200907|False||
1383|38394007|Chronic purulent otitis media (disorder)|Current|C0271454|1|0.0077|200907|False||
1384|75100008|Abdominal abscess (disorder)|Current|C0243001|6|0.0076|200907|False||
1385|14094001|Excessive vomiting in pregnancy (disorder)|Current|C0020450|5|0.0076|200907|False||
1386|27059002|Postoperative hypothyroidism (disorder)|Current|C0154157|5|0.0076|200907|False||
1387|254632001|Small cell carcinoma of lung (disorder)|Current|C0149925|4|0.0076|200907|False||
1388|414285001|Allergy to food (finding)|Current|C0016470|4|0.0076|200907|False||
1389|208430000|Closed fracture of one or more phalanges of hand (disorder)|Current|C0159791|3|0.0076|200907|False||
1390|372292006|Infection caused by resistant organism (disorder)|Current|C1269831|3|0.0076|200907|False||
1391|7520000|Pyrexia of unknown origin (finding)|Current|C0015970|3|0.0076|200907|False||
1392|190236006|Non-toxic nodular goiter (disorder)|Current|C1318500|2|0.0076|200907|False||
1393|15346004|Familial hypoalphalipoproteinemia (disorder)|Current|C1704429|1|0.0076|200907|False||
1394|275124003|Family history: Coronary thrombosis (situation)|Current|C0559136|1|0.0076|200907|False||
1395|312974005|Preterm premature rupture of membranes (disorder)|Current|C0729264|1|0.0076|200907|False||
1396|309089006|Prostate mass (finding)|Current|C0586559|5|0.0075|200907|False||
1397|8357008|Reduced libido (finding)|Current|C0011124|5|0.0075|200907|False||
1398|439888000|Abnormal cervical Papanicolaou smear (finding)|Current|C0476427|2|0.0075|200907|False||
1399|160618006|Current non-smoker (finding)|Current|C0425311|1|0.0075|200907|False||
1400|239107007|Epidermal nevus (disorder)|Current|C0334082|1|0.0075|201902|False||
1401|40733004|Infectious disease (disorder)|Current|C0009450|1|0.0075|200908|False||
1402|433233004|Exercise stress echocardiography (procedure)|Current|C0430466|1|0.0075|200907|False||
1403|5132005|Keratosis pilaris (disorder)|Current|C0263383|5|0.0074|200907|False||
1404|52073004|Oligomenorrhea (finding)|Current|C0028949|5|0.0074|200907|False||
1405|57044006|Cyst of Bartholin's gland duct (disorder)|Current|C0004767|4|0.0074|200907|False||
1406|111484002|Undifferentiated schizophrenia (disorder)|Current|C0392322|3|0.0074|200907|False||
1407|125643001|Open wound (disorder)|Current|C0332798|3|0.0074|200907|False||
1408|171149006|Screening for malignant neoplasm of cervix (procedure)|Current|C0420020|3|0.0074|200907|False||
1409|191480000|Alcohol withdrawal syndrome (disorder)|Current|C0236663|3|0.0074|200907|False||
1410|33192001|Closed fracture of lower end of radius AND ulna (disorder)|Current|C0159738|3|0.0074|200907|False||
1411|448834003|High density lipoprotein deficiency (disorder)|Current|C3165209|3|0.0074|201108|False||
1412|165084003|Exercise tolerance test abnormal (finding)|Current|C0149612|2|0.0074|200907|False||
1413|40701008|Echocardiography (procedure)|Current|C0013516|2|0.0074|200907|False||
1414|55735004|Respiratory syncytial virus infection (disorder)|Current|C0035235|2|0.0074|200907|False||
1415|70650003|Urinary bladder stone (disorder)|Current|C0005683|2|0.0074|200907|False||
1416|173747005|Roux-en-Y gastrojejunostomy (procedure)|Current|C0585179|1|0.0074|200907|False||
1417|206046007|Fetal or neonatal effect of multiple pregnancy (disorder)|Current|C3662220|1|0.0074|201308|False||
1418|217142006|Fall from chair or bed (event)|Current|C0417043|1|0.0074|201002|False||
1419|197811007|Vesicoureteric reflux (disorder)|Current|C0042580|5|0.0073|200907|False||
1420|312230002|Hyperhidrosis (disorder)|Current|C0020458|5|0.0073|200907|False||
1421|127062003|Erythrocytosis (disorder)|Current|C1527405|4|0.0073|200907|False||
1422|2733002|Heel pain (finding)|Current|C0231780|4|0.0073|200907|False||
1423|389145006|Allergic asthma (disorder)|Current|C0155877|4|0.0073|200907|False||
1424|80423007|Spontaneous pneumothorax (disorder)|Current|C0149781|4|0.0073|200907|False||
1425|87486003|Aphasia (finding)|Current|C0003537|4|0.0073|200907|False||
1426|131148009|Bleeding (finding)|Current|C0019080|3|0.0073|200907|False||
1427|19442009|Heterozygous thalassemia (disorder)|Current|C0702157|3|0.0073|200907|False||
1428|26649005|Chronic ulcer of lower extremity (disorder)|Current|C0263560|2|0.0073|200907|False||
1429|422088007|Disorder of nervous system co-occurrent and due to diabetes mellitus (disorder)|Current|C1720078|2|0.0073|201002|False||
1430|281666001|Family history of disorder (situation)|Current|C0559550|1|0.0073|201208|False||
1431|95325000|Subcutaneous nodule (finding)|Current|C0151811|5|0.0072|200907|False||
1432|127278005|Injury of upper extremity (disorder)|Current|C0003794|4|0.0072|200907|False||
1433|397073000|Macrocytosis, red cells (finding)|Current|C0684332|4|0.0072|201002|False||
1434|40539002|Hypothyroidism following radioiodine therapy (disorder)|Current|C0342168|4|0.0072|200907|False||
1435|47004009|Difficulty speaking (disorder)|Current|C1527347|4|0.0072|200907|False||
1436|239725005|Rupture of anterior cruciate ligament (disorder)|Current|C0409312|3|0.0072|200907|False||
1437|236435004|End stage renal failure on dialysis (disorder)|Current|C0403464|2|0.0072|200907|False||
1438|79298009|Mild major depression, single episode (disorder)|Current|C0154403|2|0.0072|200907|False||
1439|12188008|Parainfluenza (disorder)|Current|C0030389|1|0.0072|201002|False||
1440|266919005|Never smoked tobacco (finding)|Current|C0425293|1|0.0072|200907|False||
1441|44882003|Balanitis (disorder)|Current|C0004690|6|0.0071|200907|False||
1442|46689006|Hypertrophy of tonsils (disorder)|Current|C0272386|5|0.0071|200907|False||
1443|44441009|Flexible fiberoptic sigmoidoscopy (procedure)|Current|C0016234|4|0.0071|200907|False||
1444|168734001|Standard chest X-ray abnormal (finding)|Current|C0436503|3|0.0071|200907|False||
1445|402624000|Lentiginosis (disorder)|Current|C0023321|3|0.0071|201808|False||
1446|66308002|Fracture of humerus (disorder)|Current|C0020162|3|0.0071|200907|False||
1447|312903003|Mild nonproliferative retinopathy co-occurrent and due to diabetes mellitus (disorder)|Current|C0730276|2|0.0071|200907|False||
1448|49601007|Disorder of cardiovascular system (disorder)|Current|C0007222|2|0.0071|200907|False||
1449|44186003|Dyssomnia (disorder)|Current|C0700201|1|0.0071|201208|False||
1450|7550008|Transitory tachypnea of newborn (disorder)|Current|C0158940|1|0.0071|200907|False||
1451|5291005|Hypocalcemia (disorder)|Current|C0020598|5|0.007|200907|False||
1452|196731005|Gastroduodenitis (disorder)|Current|C0267166|3|0.007|200907|False||
1453|254634000|Squamous cell carcinoma of lung (disorder)|Current|C0149782|3|0.007|200907|False||
1454|48522003|Spinal cord disorder (disorder)|Current|C0037928|3|0.007|200907|False||
1455|9991008|Abdominal colic (finding)|Current|C0232488|3|0.007|200907|False||
1456|106009009|Fetal condition affecting obstetrical care of mother (disorder)|Current|C0269764|2|0.007|201702|False||
1457|15993004|Alveolar hypoventilation (finding)|Current|C3203358|2|0.007|200907|False||
1458|409089005|Febrile neutropenia (disorder)|Current|C0746883|2|0.007|200907|False||
1459|429372004|History of amputation of leg through tibia and fibula (situation)|Current|C1997091|2|0.007|200907|False||
1460|272036004|Complaining of debility and malaise (finding)|Current|C0439032|1|0.007|200907|False||
1461|288161003|Orthopedic device application (procedure)|Current|C0565525|1|0.007|201002|False||
1462|300706003|Endogenous depression (disorder)|Current|C0011573|1|0.007|200907|False||
1463|301336003|Body weight problem (finding)|Current|C0578026|1|0.007|200907|False||
1464|4264000|Chronic pericoronitis (disorder)|Current|C0266924|1|0.007|200907|False||
1465|202472008|Hand joint pain (finding)|Current|C0423665|5|0.0069|200907|False||
1466|31996006|Vasculitis (disorder)|Current|C0042384|5|0.0069|200907|False||
1467|55146009|Inflammation of sacroiliac joint (disorder)|Current|C0574960|5|0.0069|200907|False||
1468|83330001|Patent ductus arteriosus (disorder)|Current|C0013274|5|0.0069|200907|False||
1469|21794005|Radial styloid tenosynovitis (disorder)|Current|C0149870|4|0.0069|200907|False||
1470|307945003|Current tear of medial cartilage AND/OR meniscus of knee (disorder)|Current|C1281729|4|0.0069|200907|False||
1471|34268009|Closed fracture of lateral malleolus (disorder)|Current|C0435892|4|0.0069|200907|False||
1472|35240004|Iron deficiency (disorder)|Current|C0240066|4|0.0069|200907|False||
1473|236069009|Chronic constipation (disorder)|Current|C0401149|3|0.0069|200907|False||
1474|129834002|Noncompliance with medication regimen (finding)|Current|C0746935|2|0.0069|200907|False||
1475|23260002|Fibroadenosis of breast (disorder)|Current|C1305875|2|0.0069|200907|False||
1476|268549006|Endocrine/metabolic screening (procedure)|Current|C0420024|2|0.0069|201108|False||
1477|281598004|Sprain of spinal ligament (disorder)|Current|C0559492|2|0.0069|200907|False||
1478|442733008|Hemiplegia as late effect of cerebrovascular accident (disorder)|Current|C2030468|2|0.0069|201002|False||
1479|473162000|History of harvesting of stem cells for allotransplant (situation)|Current|C3532655|2|0.0069|201308|False||
1480|287664005|Bilateral tubal ligation (procedure)|Current|C0589114|1|0.0069|200907|False||
1481|28475009|Severe recurrent major depression with psychotic features (disorder)|Current|C0154413|5|0.0068|200907|False||
1482|77945009|Simple renal cyst (disorder)|Current|C0268800|5|0.0068|200907|False||
1483|11654001|Achilles tendinitis (disorder)|Current|C0263933|4|0.0068|200907|False||
1484|27503000|Gilbert's syndrome (disorder)|Current|C0017551|4|0.0068|200907|False||
1485|202381003|Knee joint effusion (disorder)|Current|C0343166|3|0.0068|200907|False||
1486|301715003|Left upper quadrant pain (finding)|Current|C0238552|3|0.0068|200907|False||
1487|421468001|Neurological disorder co-occurrent and due to type 1 diabetes mellitus (disorder)|Current|C1720194|3|0.0068|200907|False||
1488|56576003|Panic disorder without agoraphobia (disorder)|Current|C0236794|3|0.0068|200907|False||
1489|74506000|Bereavement due to life event (finding)|Current|C1879338|3|0.0068|200907|False||
1490|408645001|Adenocarcinoma of large intestine (disorder)|Current|C1319315|2|0.0068|200907|False||
1491|442481002|Epilepsy characterized by intractable complex partial seizures (disorder)|Current|C2711653|2|0.0068|201002|False||
1492|274540003|Feeding difficulties and mismanagement (finding)|Current|C0699815|1|0.0068|200907|False||
1493|80515008|Large liver (disorder)|Current|C0019209|5|0.0067|200907|False||
1494|19034001|Hyperparathyroidism due to renal insufficiency (disorder)|Current|C0271847|4|0.0067|200907|False||
1495|83414005|Macrocytic anemia (disorder)|Current|C0002886|4|0.0067|200907|False||
1496|87837008|Chronic pulmonary heart disease (disorder)|Current|C0238074|4|0.0067|200907|False||
1497|28560003|Hypovolemia (disorder)|Current|C0546884|3|0.0067|201002|False||
1498|82313006|Suicide attempt (event)|Current|C0038663|3|0.0067|200907|False||
1499|129679001|Computed tomography result abnormal (finding)|Current|C0436539|2|0.0067|200907|False||
1500|161665007|History of renal transplant (situation)|Current|C0455641|2|0.0067|200907|False||
1501|297217002|Rib pain (finding)|Current|C0574068|2|0.0067|200907|False||
1502|312609001|Puncture wound - injury (disorder)|Current|C0033119|1|0.0067|200907|False||
1503|313182004|Chronic post-traumatic stress disorder (disorder)|Current|C0730525|1|0.0067|200907|False||
1504|13213009|Congenital heart disease (disorder)|Current|C0152021|5|0.0066|200907|False||
1505|30250000|Acute otitis externa (disorder)|Current|C0149948|4|0.0066|200907|False||
1506|408856003|Autistic disorder (disorder)|Current|C0004352|4|0.0066|200907|False||
1507|433068007|Aneurysm of thoracic aorta (disorder)|Current|C0162872|4|0.0066|200907|False||
1508|95820000|Bilateral hearing loss (disorder)|Current|C0018775|3|0.0066|200907|False||
1509|169255008|Ultrasound scan abnormal (finding)|Current|C0581118|2|0.0066|200907|False||
1510|21351003|Fracture of phalanx of foot (disorder)|Current|C0149755|2|0.0066|200907|False||
1511|22173004|Excessive fetal growth affecting management of mother (disorder)|Current|C0157123|2|0.0066|200907|False||
1512|263172003|Fracture of mandible (disorder)|Current|C0024692|2|0.0066|200907|False||
1513|58776007|Autologous bone marrow transplant (procedure)|Current|C0194037|2|0.0066|200907|False||
1514|118937003|Disorder of lower extremity (disorder)|Current|C1290876|1|0.0066|200907|False||
1515|171221008|Heart disease screening (procedure)|Current|C0420042|1|0.0066|200907|False||
1516|200676005|Cellulitis and abscess of buttock (disorder)|Current|C0157701|1|0.0066|200907|False||
1517|212904005|Radiation therapy complication (disorder)|Current|C0393386|1|0.0066|200907|False||
1518|363418001|Malignant tumor of pancreas (disorder)|Current|C0346647|5|0.0065|200907|False||
1519|254750001|Fibrous histiocytoma of skin (disorder)|Current|C0002991|4|0.0065|200907|False||
1520|371032004|Stasis ulcer (disorder)|Current|C0042344|4|0.0065|200907|False||
1521|399054005|Exotropia (disorder)|Current|C0015310|4|0.0065|200907|False||
1522|414341000|Giant cell arteritis (disorder)|Current|C0039483|4|0.0065|200907|False||
1523|263171005|Fractured nasal bones (disorder)|Current|C0339848|3|0.0065|200907|False||
1524|271782001|Drowsy (finding)|Current|C0013144|3|0.0065|200907|False||
1525|302941001|Nonunion of fracture (disorder)|Current|C0016665|3|0.0065|200907|False||
1526|442212003|Residual cognitive deficit as late effect of cerebrovascular accident (disorder)|Current|C2711438|3|0.0065|201002|False||
1527|22607003|Asbestosis (disorder)|Current|C0003949|2|0.0065|200907|False||
1528|373168002|Reticulosarcoma (disorder)|Current|C0024302|2|0.0065|200907|False||
1529|712883005|Autonomic neuropathy co-occurrent and due to type 2 diabetes mellitus (disorder)|Current|C2171205|2|0.0065|201602|False||
1530|397619005|Family planning education (procedure)|Current|C0199395|1|0.0065|200907|False||
1531|444598000|Pretransplant evaluation of donor (procedure)|Current|C2919585|1|0.0065|201008|False||
1532|16294009|Splenomegaly (disorder)|Current|C0038002|5|0.0064|200907|False||
1533|26442006|Closed fracture of shaft of femur (disorder)|Current|C0159833|5|0.0064|200907|False||
1534|33173003|Closed fracture of clavicle (disorder)|Current|C0159659|5|0.0064|200907|False||
1535|734947007|Complex regional pain syndrome type I (disorder)|Current|C0034931|5|0.0064|201802|False||
1536|125653000|Open wound of finger (disorder)|Current|C0555295|4|0.0064|200907|False||
1537|19905009|Chronic prostatitis (disorder)|Current|C0085696|4|0.0064|200907|False||
